Investor ID,Name,Country of registration/origin,Classification,Investor homepage,Opencorporates link,Comment,Action comment
3142,Tongaat Hulett Sugar South Africa Ltd.,South Africa,Stock-exchange listed company,,,,
3143,Biomass Development Plc,Zambia,,,,,
3144,Ruouy Chai International Group,,Private company,,,It is not possible to identify whether the company is from Thailand or Hong Kong.,
3145,Chawagwa,,,,,Secondary investor country missing. ,
3146,KSG Agro SA,Ukraine,Stock-exchange listed company,,,,
3147,Xinjiang Production and Construction Corps (XPCC),China,State-/government (owned) company,,,"a.k.a. ""Bingtuan""",
3148,China National Corporation for Overseas Economic Cooperation,China,Private company,,,,
3149,China-Ukraine International Engineering Cooperation Association Ltd.,,Private company,,,,
3150,BLD Plantation Bhd.,Malaysia,Stock-exchange listed company,,,,
3152,Nordzucker AG,Germany,Stock-exchange listed company,,,,
3155,Lao Bio Diesel Import Export Company Ltd,,,,,"Lao Bio Diesel Import Export Company is a joint venture between investors from Laos and foreign investors (most probably from South Korea), but the exact names of the investors are unknown.",
3161,Subur Tiasa Holdings Berhad,Malaysia,Stock-exchange listed company,,,subsidiary of Rimbunan Hijau,
3162,Edo Government,Nigeria,State-/government (owned) company,,,,
3163,Thai Charoen Corporation Group,Thailand,Private company,,,Plantheon is a subsidiary of Thai Charoen Corporation Group.,
3164,Dynasty Laos,Lao PDR,,,,,
3165,Yunnan Lilieng Biological Co. Ltd.,China,,,,,
3167,Afrique Énergies Nouvelles,Cameroon,,,,,
3171,Jatropha Farmers Development Foundation,Nigeria,,,,,
3173,Tunslaq Nigeria Limited,Nigeria,,,,,
3174,ZJS International Company,Republic of Korea,,,,,
3175,Dronagiri Infrastructure Private Limited (DIPL),India,Private company,,,,
3177,Infrastructure Leasing & Financial Services Limited (IL&FS),India,Private company,,,,
3178,African Green Oils,Norway,Private company,,,,
3179,NeGSt Global Integrated Co. Ltd,Nigeria,,,,,
3181,Turkish General Directorate of Agricultural Enterprises (TIGEM),Turkey,State-/government (owned) company,,,,
3183,AMR India Limited,India,Private company,,,,
3184,Kim Chea Toun Group,,,,,,
3186,Unknown,United States of America,,,,,
3188,Kanara Chamber of Commerce & Industry (KCCI),India,Other (please specify in comment field),,,Association of businesses,
3190,Jindal Steel & Power Ltd. (JSPL),India,Stock-exchange listed company,,,,
3192,Reliance Industries Ltd (RIL),India,Stock-exchange listed company,,,,
3193,Scanfuel Ltd,Norway,Private company,,,,
3194,Nagpur Improvement Trust (NIT),India,State-/government (owned) company,,,,
3195,Maharashtra State Road Transport Corporation (MSRTC/ST),,State-/government (owned) company,,,state run bus service of Maharashtra,
3196,Nagpur Municipal Corporation (NMC),,Other (please specify in comment field),,,Municipal Council for Nagpur ,
3197,Areva S.A.,France,Stock-exchange listed company,,,,
3198,Nuclear Power Corporation of India Ltd. (NPCIL),India,State-/government (owned) company,,,,
3199,Hoosain Nensey Nathoo & Co.,India,,,,,
3201,Hazel Mercantile Ltd.,India,,,,Part of Groupe Veritas ,
3202,Tanti Holdings Private Limited,India,Private company,,,,
3203,Sandesara Group,India,Private company,,,,
3205,Hulstein Warren Co Ltd,United States of America,Private company,,,,
3206,Unknown (Maer Asirbat Gh. Ltd),Bangladesh,Private company,,,,
3208,Gya Glorify Farms Ltd.,,,,,Gya Glorify Farms Limited is registered as a limited Liability Company in 2005. The company is seeking a consortium of foreign investors who are interested and prepared to collaborate with the local partners,
3213,Mayamesh Farms Ltd,,,,,Company 50% domestically owned and 50% foreign owned,
3215,Hul Nan Farms Ltd.,China,Private company,,,,
3217,Sanfico Farms Co. Ltd,Lebanon,Private company,,,,
3218,GHAIRELAND LTD.,,,,,,
3220,Hillside Acres Ltd.,Japan,Private company,,,,
3222,SLD Ltd.,,,,,,
3223,Vita Farm Co. Ltd.,,,,,,
3224,Ghana Farms,,,,,,
3226,Koju Atlantic Company,India,Private company,,,,
3228,Hans Merensky Holdings,South Africa,Private company,,,,
3231,Unknown Local Private Company,Côte d'Ivoire,Private company,,,Might be called New Mining CI.,
3232,Resolute Mining Limited,Australia,Stock-exchange listed company,,,,
3235,Barrick Gold Co.,Canada,Stock-exchange listed company,,,,
3241,Aluminum Corporation of China (CHINALCO),China,State-/government (owned) company,,,,
3242,Weatherly International Plc,United Kingdom of Great Britain and Northern Ireland,Stock-exchange listed company,,,10.8% of Weatherly is owned by Namibian shareholders,
3243,Tiger Resources Limited,Australia,Stock-exchange listed company,,,"Major Shareholders- Antares Equities (7.3%)
Contango Asset Mgt (4.2%)
Acorn Capital (4.0%)",
3244,La Générale des Carrière et des Mines (“Gécamines”),"Congo, Dem. Rep.",State-/government (owned) company,,,,
3247,Henan (Cambodia) Economic and Trade Development Zone,China,,,,,
3249,East Africa Agri-business Ltd,Ethiopia,Private company,,,,
3250,Kanan Devan Hills Plantations,India,Private company,,,,
3251,Tomaisins International Ltd,Israel,Private company,,,,
3252,Penna Cement Industries Ltd (PCIL),India,Private company,,,,
3253,Ras Al Khaimah Investment Authority,United Arab Emirates,State-/government (owned) company,,,,
3256,Kimberley Diamonds Limited,Australia,Stock-exchange listed company,,,,
3257,Pacific Road Capital Management Pty Ltd,Australia,Private company,,,"Pacific Road Capital
Management Pty Ltd are Mantle's (previous owner of the mine) majority shareholders",
3258,BXR Group,Netherlands,Investment fund,,,BXR Group acquired the land from Quifel Holdings in 2012.,
3259,Merlin Partners LLP,United Kingdom of Great Britain and Northern Ireland,Private company,,,,
3260,KKR & Co. L.P.,United States of America,Investment fund,,,Kohlberg Kravis Roberts,
3261,Government of Spain,Spain,State-/government (owned) company,,,,
3262,Government of Italy,Italy,State-/government (owned) company,,,,
3263,Bannari Amman Group,India,Stock-exchange listed company,,,,
3269,Unknown (3269),Niger,Individual entrepreneur,,,Renamed SI from Individual entrepreneurs to Unknown (3269) on 15/03/2018,
3274,Unknown,South Africa,Individual entrepreneur,,,Consisting of a group of South African investors. The South Africans are going to invest $200 million,
3276,"L.Y.P. Group Co., Ltd.",Cambodia,Private company,,,"Senator Ly Yong Phat owns L.Y.P. Group Co., Ltd.",
3277,Punjab Agri Export Corporation (PAGREXCO),India,State-/government (owned) company,,,,
3278,Sokoto state government,Nigeria,State-/government (owned) company,,,,
3282,Unknown,France,Stock-exchange listed company,,,,
3283,Odisha Mining Corporation Limited (OMC),India,State-/government (owned) company,,,,
3284,Transport Bois et Négoce International,Gabon,Private company,,,,
3286,Ambika,Russian Federation,,,,,
3288,Herdon Investments,United Kingdom of Great Britain and Northern Ireland,,,,,
3289,Vixers Farming,Zimbabwe,,,,,
3290,Unknown,India,,,,,
3292,West Bengal Industrial Development Corporation (WBIDC),India,State-/government (owned) company,,,,
3293,New Kolkata International Development Pvt. Ltd. (NKID),India,Private company,,,"The NKID is a consortium formed by Unitech Ltd (Indian company) and the Salim Group of Indonesia with each partner holding 40% stake. Indonesian firm
Universal Success holds the remaining 20%",
3294,Rafmoh Group,United Arab Emirates,Private company,,,,
3296,Stepping Stones,United Kingdom of Great Britain and Northern Ireland,,,,,
3297,Munyati Farming Ltd,Zimbabwe,,,,,
3298,Bonanza Tobacco Co. Limited,Zimbabwe,,,,,
3299,Nkanga Farms Limited,Zimbabwe,,,,,
3300,Essel Group,India,Private company,,,,
3301,Robin Group,Singapore,,,,,
3302,SK Plantation Pte Ltd.,Singapore,Private company,,,,
3303,Qalaa Holdings,"Egypt, Arab Rep.",Investment fund,,,Legal status as an investment holding company. ,
3304,Cam Try Cooperation,Israel,,,,,country origin
3305,Fu Lai Chun Group,China,Private company,,,,
3306,Fri-el International Holding SA,Luxembourg,Private company,,,,
3307,Euro Corp,United States of America,,,,,
3309,INGLEBY FARMS & FORESTS A/S,Denmark,Private company,,,"The former owner of the land was Dangro Invest A/S, a Danish investment fund. In 2011, this investment fund sale a part of its lands - 1105ha- to Ingleby. ",
3310,INGLEBY DENMARK A/S,Denmark,Private company,,,,
3314,Far Est,France,Private company,,,,
3315,FAPCo,India,Private company,,,"Falah Agro-Processing company
Ltd",
3316,GREDCo,United Kingdom of Great Britain and Northern Ireland,Private company,,,"Global Renewable Energy
Development Company Limited",
3317,Grassa Yves et fils SARL,France,Investment fund,,,,
3318,Nutre SGPS SA,Portugal,Private company,,,"Nutre Group from 2012. Nutre SGPS SA is owned at 49% by Martifer SGPS SA. Update: According to Martifer's annual report (2014) The company sold 49 % of the share capital owned in the company NUTRE SGPS, S.A. to a Dutch cooperative to be 
constituted by the companies CERES INVESTMENTS LIMITED and SEVERIS, SGPS, S.A.",
3319,Holy Khno Industrial,China,,,,,
3320,Khaou Chuly Group,Cambodia,Private company,,,,
3321,Agrivision Africa (Pty) Ltd,South Africa,Private company,,,"Agrivision Africa was previously known as Chayton Africa. Shareholders in Agrivision Africa are: Norfund-- 24.5%, International Finance Corporation-- 19.7% (bought shares in June 2015) and Zeder Investment Fund--55.8%. ",
3323,China  Agricultural Development Company,China,State-/government (owned) company,,,,
3324,China Africa Development Fund,China,State-/government (owned) company,,,,
3325,Stevia Nutra Corporation,Canada,Stock-exchange listed company,,,,
3326,Touchwood Investments Plc,Sri Lanka,Stock-exchange listed company,,,,
3327,"Paradise Investment Co., Ltd.",Republic of Korea,Stock-exchange listed company,,,,
3328,Bluemac Resources Sdn. Bhd.,Malaysia,Private company,,,,
3330,K Global Ventures Sdn. Bhd. (KGV),Malaysia,Investment fund,,,,
3332,Paladin Energy Ltd,Australia,Stock-exchange listed company,,,,
3333,Punjab Farmers,India,Individual entrepreneur,,,,
3335,Forestry Investment Limited,Sri Lanka,,,,,
3337,"Evergreen Cambodia Group Co., Ltd.",Cambodia,Private company,,,,
3338,Oknha Try Pheap,Cambodia,Individual entrepreneur,,,,
3339,China Freight Costs Cambodia Investment Company,,,,,,
3340,F. P. Malaysia Plantation Company,Malaysia,,,,,
3341,Asia Value Invest Co. Ltd.,Republic of Korea,Private company,,,,
3342,Phuoc Hoa Rubber Joint Stock Company,Vietnam,Stock-exchange listed company,,,,
3343,Song Da Corporation,Vietnam,Private company,,,,
3344,VietNam Cement Industry Corporation,Vietnam,State-/government (owned) company,,,,
3345,China Great Cause Investment Holdings Group Ltd.,China,Private company,,,,
3346,Jing Zhong Ri,China,,,,,
3347,Eastern Cape Development Corporation (ECDC),South Africa,Semi state-owned company,,,,
3348,A&G International,Argentina,Private company,,,,
3351,Sichuan provincial department of agriculture,China,State-/government (owned) company,,,,
3354,Mahtani Group of Companies,Zambia,Private company,,,,
3356,China State Farms Agribusiness Corporation,China,State-/government (owned) company,,,,
3357,Lufthansa German Airlines,Germany,Stock-exchange listed company,,,,
3358,Pengxin Group,China,Stock-exchange listed company,,,,
3361,MKH Berhad,Malaysia,Stock-exchange listed company,,,,
3362,Low Yat Group,Malaysia,Private company,,,"In 2012, Low Yat Holdings acquired Asia Pacific Land Berhad.",
3363,NPC Resources Berhad,Malaysia,Stock-exchange listed company,,,,
3364,Golden Land Berhad,Malaysia,Stock-exchange listed company,,,,
3370,ASB,Turkey,,,,,
3371,Vicro Holdings Ltd,Canada,,,,,
3372,J10:10 Charity,United Kingdom of Great Britain and Northern Ireland,Other (please specify in comment field),,,Non Profit Organisation,
3377,NF Developers SA,Argentina,Private company,,,,
3378,Grupo Navilli,Argentina,Private company,,,,
3379,Xinda Aquatic Farming Co.,China,State-/government (owned) company,,,Municipal level state-owned company from Weihai City Shandong province.,
3380,China-Africa Cotton Development Ltd,China,Private company,,,"Joint-ventured by China-Africa Development Fund, Qingdao Ruichang Cotton Industrial Co., Ltd and Qingdao Huifu Textile Co., Ltd",
3382,African Company for Oil Derivatives,British Virgin Islands,,,,,
3383,Yousef Freiha and Sons,Lebanon,Private company,,,,
3384,Ralph Freiha,Lebanon,Private company,,,,
3385,Freiha Feed Company,Lebanon,Private company,,,,
3387,GLB Invest,Lebanon,Private company,,,FB Holdings is the holding company for GLB Invest,
3388,Lion Mountains Agrico Ltd,United Kingdom of Great Britain and Northern Ireland,Private company,,,Lion Mountains Agrico Ltd is a joint venture between Phoenix Africa Development Company and Indo African Agricultural Capital. ,
3389,Brazilian Agroindustrial Company,Brazil,,,,Founded by Hegg and by Pinesso group chairman Gilson Pinesso. ,
3392,Lutukira Mixed Farm,Tanzania,Private company,,,A report claims that the land deed is in the name of Lutukira Mixed Farm ,
3397,Export Trading Group,Singapore,Stock-exchange listed company,,,"Pembani Remgro Infrastructure Fund (PRIF),  private equity firm Carlyle and UK bank Standard Chartered hold shares of ETG. ",
3400,Jilin Province Overseas Agricultural Investment and Development Group Company Limited,China,State-/government (owned) company,,,,
3402,Lexus Agric,Malaysia,,,,,
3403,Societe Africaine de Financement et de Participation (SAFIPAR),France,Private company,,,Groupe L'Aiglon owns 59% of SAFIPAR,
3404,Arab Sudanese Blue Nile Agricultural Company (ASBNACO),Sudan,Private company,,,Shareholders are AAAID- 51% and Government of Sudan- 49%,
3406,Peak Palm Oil PLC,United Kingdom of Great Britain and Northern Ireland,Private company,,,Public Limited Company incorporated in 2011. Owned by Mans Ltd (a company registered in the Seychelles),
3407,Kalangala Oil Palm Growers Trust,Uganda,,,,"Governed by government, project leaders and contract growers",
3412,National Development Corporation,Tanzania,State-/government (owned) company,,,,
3414,Government of the United Arab Emirates,United Arab Emirates,State-/government (owned) company,,,,
3415,Trine Riis Jensen,Denmark,Individual entrepreneur,,,,
3416,Svend Kaare Jensen,Denmark,Individual entrepreneur,,,,
3417,Per M. Hoiler,Denmark,Individual entrepreneur,,,,
3418,Kirsten Hoiler,Denmark,Individual entrepreneur,,,,
3419,Government,"Congo, Dem. Rep.",State-/government (owned) company,,,,
3420,Unknown other investors,,,,,,
3421,Gruppo Assicurazioni Generali SpA,Italy,Stock-exchange listed company,,,"Holding 100% of Genagricola Generali Agricoltura SpA, the agricultural branch of Gruppo Assicurazioni Generali SpA",
3422,Agri Invest A/S,Denmark,Stock-exchange listed company,,,"Agri Invest A/S has three Romanian subsidiaries: Agri Consortium S.R.L., Agri Trade Oravita S.R.L. and Amaru Trade S.R.L.",
3423,Nocafex,Belgium,,,,,
3426,Uttam Sucrotech International,India,Private company,,,,
