Number,Item Group Code,Item Group,Category,Source,Crop category,Uses,Comment,Item Code,Item,Categorized?,Review,Factor,HS Code,HS07 Code,HS12 Code,CPC Code,Origin of data
1368,1883,Food and Animals,Rice,Rice,Commodity crops,,,31,"Rice, milled",,,1,,100630,100630,23161.02,"From ""item group"" in trade definitions"
1369,1883,Food and Animals,Rice,Rice,Commodity crops,,,29,"Rice, milled/husked",,,1,,100630,100630,23161.01,"From ""item group"" in trade definitions"
1370,1883,Food and Animals,Rice,Rice,Commodity crops,,,27,"Rice, paddy",,,1,,100610,100610,113,"From ""item group"" in trade definitions"
1371,1883,Food and Animals,Animals,,Non crops,,,1150,"Rodents, other",,,1,,10619,10619,2192.01,"From ""item group"" in trade definitions"
1372,1883,Food and Animals,Roots and tubers,,Other crops,,,151,Roots and tubers dried,,,1,,71490,71490,1599.2,"From ""item group"" in trade definitions"
1373,1883,Food and Animals,Roots and tubers,,Other crops,,,149,"Roots and tubers, nes",,,1,,71490,71490,1599.1,"From ""item group"" in trade definitions"
1374,1883,Food and Animals,Cereals,,Other crops,,,71,Rye,,,1,,100200,"100210, 100290",116,"From ""item group"" in trade definitions"
1375,1883,Food and Animals,Animals,,Non crops,,,976,Sheep,,,1,,10410,10410,2122,"From ""item group"" in trade definitions"
1376,1883,Food and Animals,Cereals,Sorghum,Commodity crops,,,83,Sorghum,,,1,,100700,"100710, 100790",114,"From ""item group"" in trade definitions"
1377,1883,Food and Animals,Processed foods,Soybeans,Flex crops,,,241,Soya curd,,,1,,210610,210610,23999.03,"From ""item group"" in trade definitions"
1378,1883,Food and Animals,Processed foods,Soybeans,Flex crops,,,240,Soya paste,,,1,,"210390, 210610","210390, 210610",23995.02,"From ""item group"" in trade definitions"
1379,1883,Food and Animals,Processed foods,Soybeans,Flex crops,,,239,Soya sauce,,,1,,210310,210310,23995.01,"From ""item group"" in trade definitions"
1380,1883,Food and Animals,Coffee+cocoa+tea+spices,,Other crops,,,723,"Spices, nes",,,1,,"091020, 091030, 091091, 091099","091020, 091030, 091091, 091099",1699,"From ""item group"" in trade definitions"
1381,1883,Food and Animals,Vegetables,,Other crops,,,373,Spinach,,,1,,70970,70970,1215,"From ""item group"" in trade definitions"
1382,1883,Food and Animals,Fodder,,Other crops,,,635,Straw husks,,,1,,121300,121300,1913,"From ""item group"" in trade definitions"
1383,1883,Food and Animals,Fruits,,Other crops,,,544,Strawberries,,,1,,81010,81010,1354,"From ""item group"" in trade definitions"
1384,1883,Food and Animals,Vegetables,,Other crops,,,423,String beans,,,1,,70820,70820,1241.01,"From ""item group"" in trade definitions"
1385,1883,Food and Animals,Sugars,Sugar beet,Other crops,,,157,Sugar beet,,,1,,121291,121291,1801,"From ""item group"" in trade definitions"
1386,1883,Food and Animals,Sugars,Sugar cane,Flex crops,,,156,Sugar cane,,,1,,121299,121293,1802,"From ""item group"" in trade definitions"
1387,1883,Food and Animals,Sugars,,Other crops,,,168,Sugar confectionery,,,1,,"170410, 170490","170410, 170490",23670.01,"From ""item group"" in trade definitions"
1388,1883,Food and Animals,Sugars,,Other crops,,,161,"Sugar crops, nes",,,1,,121299,121299,1809,"From ""item group"" in trade definitions"
1389,1883,Food and Animals,Sugars,Sugar cane,Flex crops,,,163,Sugar non-centrifugal,,,1,,170111,170113,23511.02,"From ""item group"" in trade definitions"
1390,1883,Food and Animals,Sugars,,Other crops,,,162,Sugar Raw Centrifugal,,,1,,"170111, 170112","170112, 170114",2351f,"From ""item group"" in trade definitions"
1391,1883,Food and Animals,Sugars,Sugars,Other crops,,,164,Sugar refined,,,1,,"170191, 170199","170191, 170199",23520,"From ""item group"" in trade definitions"
1392,1883,Food and Animals,Sugars,,Other crops,,,167,"Sugar, nes",,,1,,170290,170290,23210.04,"From ""item group"" in trade definitions"
1393,1883,Food and Animals,Fodder,,Other crops,,,649,Swedes for fodder,,,1,,121490,121490,1919.08,"From ""item group"" in trade definitions"
1394,1883,Food and Animals,Vegetables,,Other crops,,,447,Sweet corn frozen,,,1,,71040,71040,21319.01,"From ""item group"" in trade definitions"
1395,1883,Food and Animals,Vegetables,,Other crops,,,448,Sweet corn prep or preserved,,,1,,200580,200580,21399.03,"From ""item group"" in trade definitions"
1396,1883,Food and Animals,Roots and tubers,,Other crops,,,122,Sweet potatoes,,,1,,71420,71420,1530,"From ""item group"" in trade definitions"
1397,1883,Food and Animals,Fruits,,Other crops,,,495,"Tangerines, mandarins, clementines, satsumas",,,1,,80520,80520,1324,"From ""item group"" in trade definitions"
1398,1883,Food and Animals,Roots and tubers,Cassava,Flex crops,,,127,"Tapioca, cassava",,,1,,190300,190300,23230.02,"From ""item group"" in trade definitions"
1399,1883,Food and Animals,Roots and tubers,,Other crops,,,121,"Tapioca, potatoes",,,1,,190300,190300,23230.01,"From ""item group"" in trade definitions"
1400,1883,Food and Animals,Vegetables,,Other crops,,,136,Taro (cocoyam),,,1,,71490,71440,1550,"From ""item group"" in trade definitions"
1401,1883,Food and Animals,Coffee+cocoa+tea+spices,Tea,Commodity crops,,,667,Tea,,,1,,"090210, 090220, 090230, 090240","090210, 090220, 090230, 090240",1620,"From ""item group"" in trade definitions"
1402,1883,Food and Animals,Coffee+cocoa+tea+spices,Tea,Commodity crops,,,672,"Tea, mate extracts",,,1,,210120,210120,23914,"From ""item group"" in trade definitions"
1403,1883,Food and Animals,Vegetables,,Other crops,,,388,Tomatoes,,,1,,70200,70200,1234,"From ""item group"" in trade definitions"
1404,1883,Food and Animals,Vegetables,,Other crops,,,391,"Tomatoes, paste",,,1,,200290,200290,21399.01,"From ""item group"" in trade definitions"
1405,1883,Food and Animals,Vegetables,,Other crops,,,392,"Tomatoes, peeled",,,1,,200210,200210,21399.02,"From ""item group"" in trade definitions"
1406,1883,Food and Animals,Cereals,,Other crops,,,97,Triticale,,,1,,100890,100860,1191,"From ""item group"" in trade definitions"
1407,1883,Food and Animals,Animals,,Non crops,,,1079,Turkeys,,,1,,"010512, 010599","010512, 010599",2152,"From ""item group"" in trade definitions"
1408,1883,Food and Animals,Fodder,,Other crops,,,646,Turnips for fodder,,,1,,121490,121490,1919.05,"From ""item group"" in trade definitions"
1409,1883,Food and Animals,Coffee+cocoa+tea+spices,,Other crops,,,692,Vanilla,,,1,,90500,"090510, 090520",1658,"From ""item group"" in trade definitions"
1410,1883,Food and Animals,Fodder,,Other crops,,,655,Vegetables and roots fodder,,,1,,121490,121490,1919.95,"From ""item group"" in trade definitions"
1411,1883,Food and Animals,Vegetables,,Other crops,,,471,Vegetables in vinegar,,,1,,"200110, 200190","200110, 200190",21340,"From ""item group"" in trade definitions"
1412,1883,Food and Animals,Vegetables,,Other crops,,,469,"Vegetables, dehydrated",,,1,,"071220, 071290","071220, 071290",21393.9,"From ""item group"" in trade definitions"
1413,1883,Food and Animals,Vegetables,,Other crops,,,463,"Vegetables, fresh nes",,,1,,"070690, 070940, 070990","070690, 070940, 070999",1290.9,"From ""item group"" in trade definitions"
1414,1883,Food and Animals,Vegetables,,Other crops,,,460,"Vegetables, fresh or dried products nes",,,1,,121299,121299,1990.01,"From ""item group"" in trade definitions"
1415,1883,Food and Animals,Vegetables,,Other crops,,,473,"Vegetables, frozen",,,1,,"071021, 071022, 071029, 071030, 071080, 071090","071021, 071022, 071029, 071030, 071080, 071090",F0473,"From ""item group"" in trade definitions"
1416,1883,Food and Animals,Vegetables,,Other crops,,,476,"Vegetables, homogenized preparations",,,1,,200510,200510,23991.02,"From ""item group"" in trade definitions"
1417,1883,Food and Animals,Vegetables,,Other crops,,,420,"Vegetables, leguminous nes",,,1,,70890,70890,1243,"From ""item group"" in trade definitions"
1418,1883,Food and Animals,Vegetables,,Other crops,,,472,"Vegetables, preserved nes",,,1,,"200520, 200540, 200551, 200559, 200560, 200591, 200599","200520, 200540, 200551, 200559, 200560, 200591, 200599",F0472,"From ""item group"" in trade definitions"
1419,1883,Food and Animals,Vegetables,,Other crops,,,475,"Vegetables, preserved, frozen",,,1,,"200410, 200490","200410, 200490",F0475,"From ""item group"" in trade definitions"
1420,1883,Food and Animals,Vegetables,,Other crops,,,474,"Vegetables, temporarily preserved",,,1,,"071140, 071151, 071159, 071190","071140, 071151, 071159, 071190",21330.9,"From ""item group"" in trade definitions"
1421,1883,Food and Animals,Fodder,,Other crops,,,205,Vetches,,,1,,121490,121490,1709.01,"From ""item group"" in trade definitions"
1422,1883,Food and Animals,Fodder,,Other crops,,,853,Vitamins,,,1,,230990,230990,23319.09,"From ""item group"" in trade definitions"
1423,1883,Food and Animals,Cereals,,Other crops,,,110,Wafers,,,1,,190590,190590,23490.01,"From ""item group"" in trade definitions"
1424,1883,Food and Animals,Nuts,,Other crops,,,232,"Walnuts, shelled",,,1,,80232,80232,21429.02,"From ""item group"" in trade definitions"
1425,1883,Food and Animals,Nuts,,Other crops,,,222,"Walnuts, with shell",,,1,,80231,80231,1376,"From ""item group"" in trade definitions"
1426,1883,Food and Animals,Fruits,,Other crops,,,567,Watermelons,,,1,,80711,80711,1221,"From ""item group"" in trade definitions"
1427,1883,Food and Animals,Cereals,Wheat,Commodity crops,,,15,Wheat,,,1,,"100110, 100190","100111, 100119, 100191, 100199",111,"From ""item group"" in trade definitions"
1428,1883,Food and Animals,Dairy products+eggs,,Non crops,,,905,"Whey, cheese",,,1,,40610,40610,22251.03,"From ""item group"" in trade definitions"
1429,1883,Food and Animals,Dairy products+eggs,,Non crops,,,890,"Whey, condensed",,,1,,40410,40410,22130.03,"From ""item group"" in trade definitions"
1430,1883,Food and Animals,Dairy products+eggs,,Non crops,,,900,"Whey, dry",,,1,,40410,40410,22130.02,"From ""item group"" in trade definitions"
1431,1883,Food and Animals,Dairy products+eggs,,Non crops,,,903,"Whey, fresh",,,1,,40410,40410,22130.01,"From ""item group"" in trade definitions"
1432,1883,Food and Animals,Roots and tubers,,Other crops,,,137,Yams,,,1,,71490,71430,1540,"From ""item group"" in trade definitions"
1433,1883,Food and Animals,Vegetables,,Other crops,,,135,Yautia (cocoyam),,,1,,71490,71450,1591,"From ""item group"" in trade definitions"
1434,1883,Food and Animals,Dairy products+eggs,,Non crops,,,891,Yoghurt,,,1,,40310,40310,22230.01,"From ""item group"" in trade definitions"
1435,1883,Food and Animals,Dairy products+eggs,,Non crops,,,892,"Yoghurt, concentrated or not",,,1,,40310,40310,22230.02,"From ""item group"" in trade definitions"
1436,1982,Food Excl Fish,Nuts,,Other crops,,,231,Almonds shelled,,,1,,80212,80212,21422,"From ""item group"" in trade definitions"
1437,1982,Food Excl Fish,Nuts,,Other crops,,,221,"Almonds, with shell",,,1,,80211,80211,1371,"From ""item group"" in trade definitions"
1438,1982,Food Excl Fish,Animals,,Non crops,,,1171,Animals live nes,,,1,,"010611, 010612, 010619, 010620, 010639, 010690","010611, 010612, 010619, 010620, 010633, 010649",2199.2,"From ""item group"" in trade definitions"
1439,1982,Food Excl Fish,Coffee+cocoa+tea+spices,,Other crops,,,711,"Anise, badian, fennel, coriander",,,1,,"090910, 090920, 090930, 090940, 090950","090921, 090922, 090931, 090932, 090961, 090962",1654,"From ""item group"" in trade definitions"
1440,1982,Food Excl Fish,Fruits,,Other crops,,,515,Apples,,,1,,80810,80810,1341,"From ""item group"" in trade definitions"
1441,1982,Food Excl Fish,Fruits,,Other crops,,,526,Apricots,,,1,,80910,80910,1343,"From ""item group"" in trade definitions"
1442,1982,Food Excl Fish,Fruits,,Other crops,,,527,"Apricots, dry",,,1,,81310,81310,21419.01,"From ""item group"" in trade definitions"
1443,1982,Food Excl Fish,Vegetables,,Other crops,,,366,Artichokes,,,1,,70990,70991,1216,"From ""item group"" in trade definitions"
1444,1982,Food Excl Fish,Vegetables,,Other crops,,,367,Asparagus,,,1,,70920,70920,1211,"From ""item group"" in trade definitions"
1445,1982,Food Excl Fish,Animals,,Non crops,,,1107,Asses,,,1,,"010110, 010190",10130,2132,"From ""item group"" in trade definitions"
1446,1982,Food Excl Fish,Vegetables,,Other crops,,,572,Avocados,,,1,,80440,80440,1311,"From ""item group"" in trade definitions"
1447,1982,Food Excl Fish,Meat,,Non crops,,,1039,Bacon and ham,,,1,,"021011, 021012, 021019","021011, 021012, 021019",21181,"From ""item group"" in trade definitions"
1448,1982,Food Excl Fish,Pulses,,Other crops,,,203,Bambara beans,,,1,,71339,71334,1708,"From ""item group"" in trade definitions"
1449,1982,Food Excl Fish,Fruits,Bananas,Commodity crops,,,486,Bananas,,,1,,80300,80390,1312,"From ""item group"" in trade definitions"
1450,1982,Food Excl Fish,Cereals,Barley,Commodity crops,,,44,Barley,,,1,,100300,"100310, 100390",115,"From ""item group"" in trade definitions"
1451,1982,Food Excl Fish,Cereals,Barley,Commodity crops,,,46,"Barley, pearled",,,1,,"110419, 110429","110419, 110429",23140.05,"From ""item group"" in trade definitions"
1452,1982,Food Excl Fish,Cereals,Barley,Commodity crops,,,45,"Barley, pot",,,1,,110429,110429,23140.04,"From ""item group"" in trade definitions"
1453,1982,Food Excl Fish,Pulses,,Other crops,,,176,"Beans, dry",,,1,,"071331, 071332, 071333, 071339","071331, 071332, 071333, 071339",1701,"From ""item group"" in trade definitions"
1454,1982,Food Excl Fish,Pulses,,Other crops,,,414,"Beans, green",,,1,,70820,70820,1241.9,"From ""item group"" in trade definitions"
1455,1982,Food Excl Fish,Miscellaneous,,Non crops,,,1181,Beehives,,,1,,10690,10641,2196,"From ""item group"" in trade definitions"
1456,1982,Food Excl Fish,Fruits,,Other crops,,,558,Berries nes,,,1,,"081020, 081040","081020, 081040",1355.9,"From ""item group"" in trade definitions"
1457,1982,Food Excl Fish,Fruits,,Other crops,,,552,Blueberries,,,1,,81040,81040,1355.01,"From ""item group"" in trade definitions"
1458,1982,Food Excl Fish,Nuts,,Other crops,,,229,"Brazil nuts, shelled",,,1,,80122,80122,21429.01,"From ""item group"" in trade definitions"
1459,1982,Food Excl Fish,Nuts,,Other crops,,,216,"Brazil nuts, with shell",,,1,,80121,80121,1377,"From ""item group"" in trade definitions"
1460,1982,Food Excl Fish,Cereals,,Other crops,,,20,Bread,,,1,,"190510, 190540, 190590","190510, 190540, 190590",F0020,"From ""item group"" in trade definitions"
1461,1982,Food Excl Fish,Pulses,,Other crops,,,181,"Broad beans, horse beans, dry",,,1,,71350,71350,1702,"From ""item group"" in trade definitions"
1462,1982,Food Excl Fish,Cereals,,Other crops,,,89,Buckwheat,,,1,,100810,100810,1192,"From ""item group"" in trade definitions"
1463,1982,Food Excl Fish,Animals,,Non crops,,,946,Buffaloes,,,1,,"010210, 010290","010231, 010239",2112,"From ""item group"" in trade definitions"
1464,1982,Food Excl Fish,Cereals,,Other crops,,,21,Bulgur,,,1,,190430,190430,23140.02,"From ""item group"" in trade definitions"
1465,1982,Food Excl Fish,Dairy products+eggs,,Non crops,,,983,"Butter and ghee, sheep milk",,,1,,"040510, 040520, 040590","040510, 040520, 040590",22249.01,"From ""item group"" in trade definitions"
1466,1982,Food Excl Fish,Vegetable oil,,Other crops,,,264,Butter of karite nuts,,,1,,151590,151590,21691.03,"From ""item group"" in trade definitions"
1467,1982,Food Excl Fish,Dairy products+eggs,,Non crops,,,886,"Butter, cow milk",,,1,,"040510, 040520","040510, 040520",22241.01,"From ""item group"" in trade definitions"
1468,1982,Food Excl Fish,Dairy products+eggs,,Non crops,,,893,"Buttermilk, curdled, acidified milk",,,1,,40390,40390,22230.03,"From ""item group"" in trade definitions"
1469,1982,Food Excl Fish,Vegetables,,Other crops,,,358,Cabbages and other brassicas,,,1,,"070420, 070490","070420, 070490",1212,"From ""item group"" in trade definitions"
1470,1982,Food Excl Fish,Animals,,Non crops,,,1157,"Camelids, other",,,1,,10619,10613,2121.02,"From ""item group"" in trade definitions"
1471,1982,Food Excl Fish,Animals,,Non crops,,,1126,Camels,,,1,,10619,10613,2121.01,"From ""item group"" in trade definitions"
1472,1982,Food Excl Fish,Cereals,,Other crops,,,101,Canary seed,,,1,,100830,100830,1195,"From ""item group"" in trade definitions"
1473,1982,Food Excl Fish,Pulses,,Other crops,,,461,Carobs,,,1,,121299,121292,1356,"From ""item group"" in trade definitions"
1474,1982,Food Excl Fish,Vegetables,,Other crops,,,426,Carrots and turnips,,,1,,70610,70610,1251,"From ""item group"" in trade definitions"
1475,1982,Food Excl Fish,Nuts,,Other crops,,,230,"Cashew nuts, shelled",,,1,,80132,80132,21424,"From ""item group"" in trade definitions"
1476,1982,Food Excl Fish,Nuts,,Other crops,,,217,"Cashew nuts, with shell",,,1,,80131,80131,1372,"From ""item group"" in trade definitions"
1477,1982,Food Excl Fish,Fruits,,Other crops,,,591,Cashewapple,,,1,,81090,81090,1359.02,"From ""item group"" in trade definitions"
1478,1982,Food Excl Fish,Roots and tubers,Cassava,Flex crops,,,125,Cassava,,,1,,71410,71410,1520.01,"From ""item group"" in trade definitions"
1479,1982,Food Excl Fish,Animals,,Non crops,,,866,Cattle,,,1,,"010210, 010290","010221, 010229",2111,"From ""item group"" in trade definitions"
1480,1982,Food Excl Fish,Vegetables,,Other crops,,,393,Cauliflowers and broccoli,,,1,,70410,70410,1213,"From ""item group"" in trade definitions"
1481,1982,Food Excl Fish,Cereals,,Other crops,,,113,"Cereal preparations, nes",,,1,,"110419, 110423, 110429","110419, 110423, 110429",23140.08,"From ""item group"" in trade definitions"
1482,1982,Food Excl Fish,Cereals,,Other crops,,,41,"Cereals, breakfast",,,1,,"190410, 190420, 190490","190410, 190420, 190490",23140.03,"From ""item group"" in trade definitions"
1483,1982,Food Excl Fish,Cereals,,Other crops,,,108,"Cereals, nes",,,1,,100890,100890,1199.9,"From ""item group"" in trade definitions"
1484,1982,Food Excl Fish,Dairy products+eggs,,Non crops,,,1021,Cheese of goat mlk,,,1,,"040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690",22254,"From ""item group"" in trade definitions"
1485,1982,Food Excl Fish,Dairy products+eggs,,Non crops,,,907,"Cheese, processed",,,1,,"040630, 040690","040630, 040690",22251.04,"From ""item group"" in trade definitions"
1486,1982,Food Excl Fish,Dairy products+eggs,,Non crops,,,984,"Cheese, sheep milk",,,1,,"040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690",22253,"From ""item group"" in trade definitions"
1487,1982,Food Excl Fish,Dairy products+eggs,,Non crops,,,904,"Cheese, skimmed cow milk",,,1,,"040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690",22251.02,"From ""item group"" in trade definitions"
1488,1982,Food Excl Fish,Dairy products+eggs,,Non crops,,,901,"Cheese, whole cow milk",,,1,,"040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690",22251.01,"From ""item group"" in trade definitions"
1489,1982,Food Excl Fish,Fruits,,Other crops,,,531,Cherries,,,1,,80920,80929,1344.02,"From ""item group"" in trade definitions"
1490,1982,Food Excl Fish,Fruits,,Other crops,,,530,"Cherries, sour",,,1,,80920,80921,1344.01,"From ""item group"" in trade definitions"
1491,1982,Food Excl Fish,Nuts,,Other crops,,,220,Chestnut,,,1,,80240,"080241, 080242",1373,"From ""item group"" in trade definitions"
1492,1982,Food Excl Fish,Pulses,,Other crops,,,191,Chick peas,,,1,,71320,71320,1703,"From ""item group"" in trade definitions"
1493,1982,Food Excl Fish,Animals,,Non crops,,,1057,Chickens,,,1,,"010511, 010519, 010594, 010599","010511, 010515, 010594, 010599",2151,"From ""item group"" in trade definitions"
1494,1982,Food Excl Fish,Coffee+cocoa+tea+spices,,Other crops,,,689,"Chillies and peppers, dry",,,1,,90420,"090421, 090422",1652,"From ""item group"" in trade definitions"
1495,1982,Food Excl Fish,Vegetables,,Other crops,,,401,"Chillies and peppers, green",,,1,,70960,70960,1231,"From ""item group"" in trade definitions"
1496,1982,Food Excl Fish,Coffee+cocoa+tea+spices,,Other crops,,,666,Chocolate products nes,,,1,,"180610, 180620, 180631, 180632, 180690","180610, 180620, 180631, 180632, 180690",F0666,"From ""item group"" in trade definitions"
1497,1982,Food Excl Fish,Coffee+cocoa+tea+spices,,Other crops,,,693,Cinnamon (canella),,,1,,"090611, 090619, 090620","090611, 090619, 090620",1655,"From ""item group"" in trade definitions"
1498,1982,Food Excl Fish,Coffee+cocoa+tea+spices,,Other crops,,,698,Cloves,,,1,,90700,"090710, 090720",1656,"From ""item group"" in trade definitions"
1499,1982,Food Excl Fish,Coffee+cocoa+tea+spices,Cocoa,Commodity crops,,,661,"Cocoa, beans",,,1,,180100,180100,1640,"From ""item group"" in trade definitions"
1500,1982,Food Excl Fish,Coffee+cocoa+tea+spices,Cocoa,Commodity crops,,,664,"Cocoa, butter",,,1,,180400,180400,23620,"From ""item group"" in trade definitions"
1501,1982,Food Excl Fish,Coffee+cocoa+tea+spices,Cocoa,Commodity crops,,,662,"Cocoa, paste",,,1,,180310,180310,23610.01,"From ""item group"" in trade definitions"
1502,1982,Food Excl Fish,Coffee+cocoa+tea+spices,Cocoa,Commodity crops,,,665,"Cocoa, powder & cake",,,1,,"180320, 180500","180320, 180500",F0665,"From ""item group"" in trade definitions"
1503,1982,Food Excl Fish,Fruits,Coconut,Commodity crops,Multiple,,249,Coconuts,,,1,,80119,"080112, 080119",1460,"From ""item group"" in trade definitions"
1504,1982,Food Excl Fish,Fruits,Coconut,Commodity crops,Multiple,,250,"Coconuts, desiccated",,,1,,80111,80111,21429.07,"From ""item group"" in trade definitions"
1505,1982,Food Excl Fish,Oilseeds,Coconut,Commodity crops,Multiple,,251,Copra,,,1,,120300,120300,1492,"From ""item group"" in trade definitions"
1506,1982,Food Excl Fish,Oilseeds,Cotton,Commodity crops,,,329,Cottonseed,,,1,,120720,"120721, 120729",143,"From ""item group"" in trade definitions"
1507,1982,Food Excl Fish,Pulses,,Other crops,,,195,"Cow peas, dry",,,1,,71339,71335,1706,"From ""item group"" in trade definitions"
1508,1982,Food Excl Fish,Fruits,,Other crops,,,554,Cranberries,,,1,,81040,81040,1355.02,"From ""item group"" in trade definitions"
1509,1982,Food Excl Fish,Dairy products+eggs,,Non crops,,,885,Cream fresh,,,1,,"040120, 040130","040120, 040140, 040150",22120,"From ""item group"" in trade definitions"
1510,1982,Food Excl Fish,Vegetables,,Other crops,,,397,Cucumbers and gherkins,,,1,,70700,70700,1232,"From ""item group"" in trade definitions"
1511,1982,Food Excl Fish,Fruits,,Other crops,,,550,Currants,,,1,,81090,81030,1351.01,"From ""item group"" in trade definitions"
1512,1982,Food Excl Fish,Fruits,,Other crops,,,577,Dates,,,1,,80410,80410,1314,"From ""item group"" in trade definitions"
1513,1982,Food Excl Fish,Animals,,Non crops,,,1068,Ducks,,,1,,"010519, 010599","010513, 010599",2154,"From ""item group"" in trade definitions"
1514,1982,Food Excl Fish,Vegetables,,Other crops,,,399,Eggplants (aubergines),,,1,,70930,70930,1233,"From ""item group"" in trade definitions"
1515,1982,Food Excl Fish,Dairy products+eggs,,Non crops,,,1064,"Eggs, dried",,,1,,"040811, 040891","040811, 040891",23993.03,"From ""item group"" in trade definitions"
1516,1982,Food Excl Fish,Dairy products+eggs,,Non crops,,,1062,"Eggs, hen, in shell",,,1,,40700,"040711, 040721, 040790",231,"From ""item group"" in trade definitions"
1517,1982,Food Excl Fish,Dairy products+eggs,,Non crops,,,1063,"Eggs, liquid",,,1,,"040819, 040899","040819, 040899",23993.02,"From ""item group"" in trade definitions"
1518,1982,Food Excl Fish,Dairy products+eggs,,Non crops,,,1091,"Eggs, other bird, in shell",,,1,,40700,"040719, 040729, 040790",232,"From ""item group"" in trade definitions"
1519,1982,Food Excl Fish,Animal oil,,Non crops,,,1129,"Fat, camels",,,1,,150600,150600,21519.02,"From ""item group"" in trade definitions"
1520,1982,Food Excl Fish,Animal oil,,Non crops,,,869,"Fat, cattle",,,1,,150200,150290,21512,"From ""item group"" in trade definitions"
1521,1982,Food Excl Fish,Animal oil,,Non crops,,,871,"Fat, cattle butcher",,,1,,150200,150290,21512.01,"From ""item group"" in trade definitions"
1522,1982,Food Excl Fish,Meat,,Non crops,,,1060,"Fat, liver prepared (foie gras)",,,1,,160220,160220,21189.02,"From ""item group"" in trade definitions"
1523,1982,Food Excl Fish,Fats,,Non crops,,,1243,"Fat, nes, prepared",,,1,,"151610, 151620, 151790","151610, 151620, 151790",F1243,"From ""item group"" in trade definitions"
1524,1982,Food Excl Fish,Animal oil,,Non crops,,,1040,"Fat, pig butcher",,,1,,20900,20910,21511.02,"From ""item group"" in trade definitions"
1525,1982,Food Excl Fish,Animal oil,,Non crops,,,1037,"Fat, pigs",,,1,,20900,20910,21511.01,"From ""item group"" in trade definitions"
1526,1982,Food Excl Fish,Animal oil,,Non crops,,,1065,"Fat, poultry",,,1,,20900,20990,21511.03,"From ""item group"" in trade definitions"
1527,1982,Food Excl Fish,Fats,,Non crops,,,1066,"Fat, poultry, rendered",,,1,,150100,150190,21522,"From ""item group"" in trade definitions"
1528,1982,Food Excl Fish,Animal oil,,Non crops,,,979,"Fat, sheep",,,1,,150200,150290,21514,"From ""item group"" in trade definitions"
1529,1982,Food Excl Fish,Fruits,,Other crops,,,569,Figs,,,1,,80420,80420,1315,"From ""item group"" in trade definitions"
1530,1982,Food Excl Fish,Fruits,,Other crops,,,570,Figs dried,,,1,,80420,80420,21419.02,"From ""item group"" in trade definitions"
1531,1982,Food Excl Fish,Cereals,Barley,Commodity crops,,,48,"Flour, barley and grits",,,1,,"110290, 110319, 110320","110290, 110319, 110320",23120.02,"From ""item group"" in trade definitions"
1532,1982,Food Excl Fish,Cereals,,Other crops,,,90,"Flour, buckwheat",,,1,,"110290, 110319, 110320","110290, 110319, 110320",23120.07,"From ""item group"" in trade definitions"
1533,1982,Food Excl Fish,Roots and tubers,Cassava,Flex crops,,,126,"Flour, cassava",,,1,,110620,110620,23170.01,"From ""item group"" in trade definitions"
1534,1982,Food Excl Fish,Cereals,,Other crops,,,111,"Flour, cereals",,,1,,"110290, 110319, 110320","110290, 110319, 110320",23120.9,"From ""item group"" in trade definitions"
1535,1982,Food Excl Fish,Cereals,,Other crops,,,95,"Flour, fonio",,,1,,"110290, 110319, 110320","110290, 110319, 110320",23120.08,"From ""item group"" in trade definitions"
1536,1982,Food Excl Fish,Fruits,,Other crops,,,624,"Flour, fruit",,,1,,110630,110630,23170.04,"From ""item group"" in trade definitions"
1537,1982,Food Excl Fish,Cereals,Maize,Flex crops,,,58,"Flour, maize",,,1,,"110220, 110313, 110320","110220, 110313, 110320",23120.03,"From ""item group"" in trade definitions"
1538,1982,Food Excl Fish,Cereals,,Other crops,,,80,"Flour, millet",,,1,,"110290, 110319, 110320","110290, 110319, 110320",23120.05,"From ""item group"" in trade definitions"
1539,1982,Food Excl Fish,Cereals,,Other crops,,,104,"Flour, mixed grain",,,1,,"110290, 110319, 110320","110290, 110319, 110320",23120.1,"From ""item group"" in trade definitions"
1540,1982,Food Excl Fish,Miscellaneous,,Other crops,,,295,"Flour, mustard",,?,1,,210330,210330,23995.03,"From ""item group"" in trade definitions"
1541,1982,Food Excl Fish,Oilseeds,,Other crops,,,343,"Flour, oilseeds",,,1,,"120810, 120890","120810, 120890",21920,"From ""item group"" in trade definitions"
1542,1982,Food Excl Fish,Roots and tubers,,Other crops,,,117,"Flour, potatoes",,,1,,"110510, 110520","110510, 110520",21392,"From ""item group"" in trade definitions"
1543,1982,Food Excl Fish,Pulses,,Other crops,,,212,"Flour, pulses",,,1,,110610,110610,23170.03,"From ""item group"" in trade definitions"
1544,1982,Food Excl Fish,Rice,Rice,Commodity crops,,,38,"Flour, rice",,,1,,"110290, 110319, 110320","110290, 110319, 110320",23120.01,"From ""item group"" in trade definitions"
1545,1982,Food Excl Fish,Roots and tubers,,Other crops,,,150,"Flour, roots and tubers nes",,,1,,110620,110620,23170.02,"From ""item group"" in trade definitions"
